medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	observations
6244171000006114	Malignant tumour of cheek mucosa	^ESCTMA624417		363386008	1
6246791000006116	Malignant tumour of choroid	^ESCTMA624679		363466008	200
4750771000006115	Malignant tumour of choroid plexus	^ESCTMA475077		188292007	50
4750501000006115	Malignant tumour of ciliary body	^ESCTMA475050		188263008	30
403682011	Malignant tumour of colon	B13z	B13z.00	363406005	80000
6243591000006118	Malignant tumour of commissure of lip	^ESCTMA624359		363374005	1
6246711000006114	Malignant tumour of conjunctiva	^ESCTMA624671		363463000	50
6246731000006115	Malignant tumour of cornea	^ESCTMA624673		363464006	2
396521000006110	Malignant tumour of cranial nerve	ByuA0	ByuA000	188307009	20
4751071000006110	Malignant tumour of craniopharyngeal duct	^ESCTMA475107		188340000	20
5355981000006115	Malignant tumour of dermis	^ESCTMA535598		255096006	10
725951000006112	Malignant tumour of descending colon	B132	B132.00	363409003	10000
6245111000006116	Malignant tumour of descending colon	^ESCTMA624511		363409003	80
292099015	Malignant tumour of digestive organ	Byu1	Byu1.00	255077007	1000
726021000006110	Malignant tumour of duodenum	B120	B120.00	363403002	7000
6244911000006115	Malignant tumour of duodenum	^ESCTMA624491		363403002	90
5355681000006111	Malignant tumour of ear, nose and throat	^ESCTMA535568		255073006	20
4749971000006110	Malignant tumour of ectopic testis	^ESCTMA474997		188220005	7
6245931000006113	Malignant tumour of endocardium	^ESCTMA624593		363436001	10
5346791000006111	Malignant tumour of endocrine pancreas	^ESCTMA534679		254611009	20
5355941000006114	Malignant tumour of epidermal appendage	^ESCTMA535594		255093003	8
6246351000006114	Malignant tumour of epididymis	^ESCTMA624635		363452003	1
6245621000006117	Malignant tumour of ethmoid sinus	^ESCTMA624562		363426009	100
5595371000006112	Malignant tumour of external ear	^ESCTMA559537		277156006	60
726201000006111	Malignant tumour of extrahepatic bile duct	B161	B161.00	363416002	2000
6246651000006117	Malignant tumour of eye	^ESCTMA624665		363461003	6
726261000006112	Malignant tumour of eyelid	B331	B331.00	231829006	2000
6247631000006114	Malignant tumour of face	^ESCTMA624763		363501002	5
6246161000006113	Malignant tumour of fallopian tube	^ESCTMA624616		363444001	1000
289219013	Malignant tumour of female genital organ	B45z	B45z.00	363514001	700
5590621000006114	Malignant tumour of fibrous tissue	^ESCTMA559062		276797002	20
288449015	Malignant tumour of floor of mouth	B04z	B04z.00	363385007	1000
6246251000006115	Malignant tumour of foreskin	^ESCTMA624625		363450006	40
6245651000006114	Malignant tumour of frontal sinus	^ESCTMA624565		363427000	10
4747061000006113	Malignant tumour of fundus of stomach	^ESCTMA474706		187741001	30
725711000006113	Malignant tumour of gallbladder	B160	B160.00	363353009	10000
6243051000006118	Malignant tumour of gallbladder	^ESCTMA624305		363353009	100
6243931000006112	Malignant tumour of gingiva	^ESCTMA624393		363382005	1
6246321000006117	Malignant tumour of glans penis	^ESCTMA624632		363451005	400
4747861000006118	Malignant tumour of glottis	^ESCTMA474786		187841006	700
5511601000006114	Malignant tumour of greater curve of stomach	^ESCTMA551160		269460009	20
6243901000006116	Malignant tumour of gum	^ESCTMA624390		363382005	70
6244241000006110	Malignant tumour of hard palate	^ESCTMA624424		363387004	100
289425014	Malignant tumour of head and neck	B5500	B550000	255056009	700
725121000006118	Malignant tumour of head of pancreas	B170	B170.00	363419009	30000
6245421000006115	Malignant tumour of head of pancreas	^ESCTMA624542		363419009	200
288847010	Malignant tumour of heart	B241z	B241z00	363435002	20
725191000006116	Malignant tumour of hepatic flexure	B130	B130.00	363407001	10000
6245031000006114	Malignant tumour of hepatic flexure	^ESCTMA624503		363407001	90
288571011	Malignant tumour of hypopharynx	B08z	B08z.00	363399006	1000
4750711000006112	Malignant tumour of hypothalamus	^ESCTMA475071		188286001	2
725271000006112	Malignant tumour of ileum	B122	B122.00	363405009	1000
288759015	Malignant tumour of intestine	B1z0	B1z0.00	363508008	20000
4750531000006111	Malignant tumour of iris	^ESCTMA475053		188264002	20
6244941000006116	Malignant tumour of jejunum	^ESCTMA624494		363404008	100
177051000006111	Malignant tumour of kidney	B4A-1	B4A..11	363518003	40000
4750361000006114	Malignant tumour of kidney parenchyma	^ESCTMA475036		188250002	3000
288388017	Malignant tumour of labial mucosa	B004	B004.00	187622006	20
4750601000006119	Malignant tumour of lacrimal gland	^ESCTMA475060		188272000	30
6247981000006119	Malignant tumour of large intestine	^ESCTMA624798		363510005	300
288803016	Malignant tumour of laryngeal cartilage	B213z	B213z00	363431006	600
6244701000006116	Malignant tumour of laryngopharynx	^ESCTMA624470		363399006	3
724791000006119	Malignant tumour of larynx	B21	B21..00	363429002	50000
4745741000006115	Malignant tumour of lateral floor of mouth	^ESCTMA474574		187653008	10
288550018	Malignant tumour of lateral wall of nasopharynx	B072z	B072z00	363398003	20
288649011	Malignant tumour of lesser curve of stomach	B115	B115.00	269459004	1000
6243761000006118	Malignant tumour of lingual tonsil	^ESCTMA624376		363377003	60
453301018	Malignant tumour of lip	B007	B007.00	363348004	100
288409011	Malignant tumour of lipstick area of lip	B00z1	B00z100	275399006	2
4745831000006117	Malignant tumour of lower buccal sulcus	^ESCTMA474583		187660002	20
6244021000006112	Malignant tumour of lower gingiva	^ESCTMA624402		363384006	20
724401000006116	Malignant tumour of lower labial mucosa	B0032	B003200	271568003	20
289447014	Malignant tumour of lower limb	B555	B555.00	363504005	300
4746821000006110	Malignant tumour of lower third of oesophagus	^ESCTMA474682		187727005	1000
403689019	Malignant tumour of lung	B22z	B22z.00	363358000	300000
5347081000006114	Malignant tumour of lung parenchyma	^ESCTMA534708		254625005	5
396101000006112	Malignant tumour of lymphoid haemopoietic and related tissue	ByuDB	ByuDB00	269475001	2000
288438014	Malignant tumour of major salivary gland	B02z	B02z.00	363378008	700
292143015	Malignant tumour of male genital organ	Byu8	Byu8.00	363515000	700
6245561000006110	Malignant tumour of mastoid air cells	^ESCTMA624556		363424007	7
6245601000006110	Malignant tumour of maxillary antrum	^ESCTMA624560		363425008	1
6245581000006117	Malignant tumour of maxillary sinus	^ESCTMA624558		363425008	400
4747141000006113	Malignant tumour of Meckel's diverticulum	^ESCTMA474714		187752007	2
292110019	Malignant tumour of mediastinum	Byu25	Byu2500	363494000	400
292152012	Malignant tumour of meninges	ByuA2	ByuA200	363497007	100
5351261000006118	Malignant tumour of mesothelial tissue	^ESCTMA535126		254824006	10
6243271000006117	Malignant tumour of middle ear	^ESCTMA624327		363359008	1
4746761000006114	Malignant tumour of middle third of oesophagus	^ESCTMA474676		187726001	200
6247111000006112	Malignant tumour of minor salivary gland	^ESCTMA624711		363485006	7
6247731000006117	Malignant tumour of mouth	^ESCTMA624773		363505006	2
6247481000006112	Malignant tumour of muscle	^ESCTMA624748		363495004	20
6245951000006118	Malignant tumour of myocardium	^ESCTMA624595		363437005	2
6245511000006112	Malignant tumour of nasal cavity	^ESCTMA624551		363422006	200
5355701000006114	Malignant tumour of nasal cavity and nasopharynx	^ESCTMA535570		255074000	4
6245541000006111	Malignant tumour of nasal septum	^ESCTMA624554		363423001	10
288792014	Malignant tumour of nasal sinuses	B20z	B20z.00	363506007	100
4747701000006110	Malignant tumour of nasal vestibule	^ESCTMA474770		187831008	10
4746461000006119	Malignant tumour of nasopharyngeal soft palate surface	^ESCTMA474646		187702003	50
4746331000006116	Malignant tumour of nasopharyngeal tonsil	^ESCTMA474633		187694000	5
288564018	Malignant tumour of nasopharynx	B07z	B07z.00	187692001	2000
289429015	Malignant tumour of neck	B5504	B550400	363489000	2000
6671131000006111	Malignant tumour of nerve sheath origin	^ESCTMA667113		402876004	10
6244811000006110	Malignant tumour of oesophagus	^ESCTMA624481		363402007	40000
5355761000006110	Malignant tumour of oesophagus, stomach and duodenum	^ESCTMA535576		255078002	6
6247561000006118	Malignant tumour of optic nerve	^ESCTMA624756		363498002	10
5353761000006111	Malignant tumour of optic nerve and sheath	^ESCTMA535376		254972008	1
5353791000006115	Malignant tumour of optic nerve sheath	^ESCTMA535379		254974009	1
6247711000006111	Malignant tumour of oral cavity	^ESCTMA624771		363505006	2000
6246671000006110	Malignant tumour of orbit	^ESCTMA624667		363462005	50
723571000006111	Malignant tumour of oropharynx	B06	B06..00	363392002	20000
723281000006111	Malignant tumour of ovary	B440	B440.00	363443007	200000
288469013	Malignant tumour of palate	B055	B055.00	363390005	700
5344711000006114	Malignant tumour of palatoglossal arch	^ESCTMA534471		254459004	1
723401000006118	Malignant tumour of pancreas	B17	B17..00	363418001	200000
4747391000006119	Malignant tumour of pancreatic duct	^ESCTMA474739		187793004	400
5346011000006116	Malignant tumour of parapharyngeal space	^ESCTMA534601		254530002	10
6246971000006115	Malignant tumour of parathyroid gland	^ESCTMA624697		363481002	90
723501000006117	Malignant tumour of parotid gland	B020	B020.00	363379000	10000
6247091000006115	Malignant tumour of pelvis	^ESCTMA624709		363484005	100
4750431000006112	Malignant tumour of pelviureteric junction	^ESCTMA475043		188253000	50
5352691000006119	Malignant tumour of penile skin	^ESCTMA535269		254908006	1
289249010	Malignant tumour of penis	B483	B483.00	363516004	6000
11918321000006114	Malignant tumour of peripheral nerve	^ESCT1191832		254986007	9
6247341000006114	Malignant tumour of peritoneum	^ESCTMA624734		363492001	2000
288757018	Malignant tumour of peritoneum and retroperitoneum	B18z	B18z.00	187801002	600
4746341000006114	Malignant tumour of pharyngeal recess	^ESCTMA474634		187697007	200
4746321000006119	Malignant tumour of pharyngeal tonsil	^ESCTMA474632		187694000	3
6244751000006117	Malignant tumour of pharyngo-oesophageal junction	^ESCTMA624475		363400004	8
6247811000006119	Malignant tumour of pharynx	^ESCTMA624781		363507003	400
6247051000006114	Malignant tumour of pineal gland	^ESCTMA624705		363483004	100
5356161000006116	Malignant tumour of pituitary and hypothalamus	^ESCTMA535616		255112006	1
6247001000006110	Malignant tumour of pituitary gland	^ESCTMA624700		363482009	100
288840012	Malignant tumour of pleura	B23z	B23z.00	363433009	400
6244731000006112	Malignant tumour of postcricoid region	^ESCTMA624473		363400004	30
720491000006119	Malignant tumour of posterior margin of nasal septum and choanae	B0732	B073200	254484001	20
12704581000006119	Malignant tumour of posterior margin of nasal septum and choanae	^ESCT1270458		254484001	1
288541015	Malignant tumour of posterior wall of nasopharynx	B071z	B071z00	187693006	100
4746111000006112	Malignant tumour of posterior wall of oropharynx	^ESCTMA474611		187688008	6
6246271000006113	Malignant tumour of prepuce	^ESCTMA624627		363450006	1
722361000006115	Malignant tumour of prostate	B46	B46..00	399068003	2000000
4747031000006116	Malignant tumour of pyloric antrum	^ESCTMA474703		187740000	100
4746981000006119	Malignant tumour of pylorus	^ESCTMA474698		187736009	50
6244771000006110	Malignant tumour of pyriform fossa	^ESCTMA624477		363401000	200
722441000006110	Malignant tumour of rectosigmoid junction	B140	B140.00	363414004	20000
155488014	Malignant tumour of rectum	B141	B141.00	363351006	200000
6242981000006116	Malignant tumour of rectum	^ESCTMA624298		363351006	2000
4750401000006116	Malignant tumour of renal calyx	^ESCTMA475040		188252005	100
722481000006116	Malignant tumour of renal pelvis	B4A1	B4A1.00	363457009	6000
6246751000006110	Malignant tumour of retina	^ESCTMA624675		363465007	80
6244371000006111	Malignant tumour of retromolar area	^ESCTMA624437		363391009	100
6244321000006110	Malignant tumour of roof of mouth	^ESCTMA624432		363390005	1
6244611000006114	Malignant tumour of roof of nasopharynx	^ESCTMA624461		363397008	20
5355631000006110	Malignant tumour of salivary gland	^ESCTMA535563		255072001	70
6246401000006118	Malignant tumour of scrotum	^ESCTMA624640		363454002	20
4750071000006117	Malignant tumour of seminal vesicle	^ESCTMA475007		188234005	5
721991000006115	Malignant tumour of sigmoid colon	B133	B133.00	363410008	100000
5352651000006113	Malignant tumour of skin of penis	^ESCTMA535265		254908006	4
6247961000006112	Malignant tumour of small bowel	^ESCTMA624796		363509000	80
721601000006117	Malignant tumour of small intestine	B12	B12..00	363509000	3000
6244261000006114	Malignant tumour of soft palate	^ESCTMA624426		363388009	300
6247521000006112	Malignant tumour of soft tissue of abdomen	^ESCTMA624752		363496003	3
6246051000006112	Malignant tumour of soft tissue of face	^ESCTMA624605		363440005	60
6246021000006115	Malignant tumour of soft tissue of head	^ESCTMA624602		363439008	80
5911421000006114	Malignant tumour of soft tissue of head, face and neck	^ESCTMA591142		302816009	20
6243341000006118	Malignant tumour of soft tissue of hip	^ESCTMA624334		363364007	6
6246081000006116	Malignant tumour of soft tissue of neck	^ESCTMA624608		363441009	70
6243401000006112	Malignant tumour of soft tissue of pelvis	^ESCTMA624340		363366009	4
6243311000006117	Malignant tumour of soft tissue of shoulder	^ESCTMA624331		363363001	2
6243371000006114	Malignant tumour of soft tissue of thorax	^ESCTMA624337		363365008	5
6246371000006116	Malignant tumour of spermatic cord	^ESCTMA624637		363453008	30
6245671000006116	Malignant tumour of sphenoid sinus	^ESCTMA624567		363428005	20
6246891000006110	Malignant tumour of spinal cord	^ESCTMA624689		363475005	400
7028481000006119	Malignant tumour of spinal cord, extramedullary	^ESCTMA702848		424549003	10
7024321000006115	Malignant tumour of spinal cord, intramedullary	^ESCTMA702432		424334007	30
288763010	Malignant tumour of spleen	B1z1z	B1z1z00	363499005	70
6245221000006119	Malignant tumour of splenic flexure	^ESCTMA624522		363413005	700
288656017	Malignant tumour of stomach	B11z	B11z.00	363349007	20000
721851000006117	Malignant tumour of stomach	B11	B11..00	363349007	100000
6245741000006118	Malignant tumour of subglottis	^ESCTMA624574		363430007	50
6243881000006118	Malignant tumour of sublingual gland	^ESCTMA624388		363381003	20
6243851000006114	Malignant tumour of submandibular gland	^ESCTMA624385		363380002	200
4747901000006113	Malignant tumour of supraglottis	^ESCTMA474790		187842004	1000
4747351000006113	Malignant tumour of tail of pancreas	^ESCTMA474735		187792009	600
721171000006119	Malignant tumour of testis	B47	B47..00	363449006	40000
4746621000006111	Malignant tumour of thoracic part of oesophagus	^ESCTMA474662		187723009	6
4751131000006113	Malignant tumour of thorax	^ESCTMA475113		188361007	1
6245891000006116	Malignant tumour of thymus	^ESCTMA624589		363434003	300
721291000006110	Malignant tumour of thyroid gland	B53	B53..00	363478007	100000
6246931000006118	Malignant tumour of thyroid gland	^ESCTMA624693		363478007	1000
5343881000006114	Malignant tumour of tip of tongue	^ESCTMA534388		254412006	5
